epoch,train_loss,val_loss,val_corr_seq,val_corr_type
0,1.4787995474605502,1.4268620078071192,0.06426367908716202,0.1517840027809143
1,1.4372568882959929,1.438487504717597,0.07218626886606216,0.15950456261634827
2,1.4344138825449961,1.4215126245724505,0.07601450383663177,0.16128234565258026
3,1.43227837490819,1.4242234458774972,0.07437331229448318,0.1623607575893402
4,1.4276649277291666,1.4248644972321487,0.06130732223391533,0.16928350925445557
5,1.427119649750198,1.4131033453533335,0.07988365739583969,0.17641961574554443
6,1.4246646575066004,1.4109779117740016,0.08134531229734421,0.1775577813386917
7,1.4224401260937543,1.4105345815445909,0.08412423729896545,0.1805265098810196
8,1.4177782983940708,1.4077585963926753,0.08501149713993073,0.18984664976596832
9,1.4143804750347673,1.4051393135004036,0.0980108454823494,0.194411963224411
10,1.412145558111708,1.4047074960858634,0.09118325263261795,0.19831271469593048
11,1.4086960683485361,1.4138442278938657,0.08521117269992828,0.18697212636470795
12,1.4068308339663207,1.406768638405598,0.0941961258649826,0.1913113296031952
13,1.405646405228278,1.4118476779994618,0.09321529418230057,0.18686285614967346
14,1.4034325157570415,1.3991694829540202,0.10486238449811935,0.20430420339107513
15,1.4005398456018516,1.400629017151113,0.10028723627328873,0.20878063142299652
16,1.3977241028298355,1.3929045408989915,0.10790707916021347,0.209795281291008
17,1.3968338286057211,1.4005774471815433,0.10103980451822281,0.20158852636814117
18,1.3950099805655853,1.3950902926787903,0.10405976325273514,0.20996800065040588
19,1.3936136788585924,1.398120899136559,0.10588095337152481,0.21164949238300323
20,1.3894343563760971,1.3993635238916995,0.10066333413124084,0.20911547541618347
21,1.3883011122312683,1.3985275844097549,0.09999151527881622,0.20683062076568604
22,1.3859440445436113,1.407500723259348,0.1027461364865303,0.21185490489006042
23,1.3827714527060446,1.4008365389903044,0.10459906607866287,0.21134920418262482
24,1.3798069565573452,1.4023375497259967,0.09863501787185669,0.21293802559375763
25,1.378042590860366,1.3921005029872047,0.10753528028726578,0.21403387188911438
26,1.3748130521060995,1.403877578270054,0.10530933737754822,0.2143782377243042
27,1.37359592464132,1.3952360767790646,0.10295965522527695,0.21268844604492188
28,1.3709958516773186,1.3996258862799575,0.10413961112499237,0.21082879602909088
29,1.3673899045404911,1.4068513906197808,0.09736532717943192,0.21182352304458618
30,1.366349015640996,1.4025985895299458,0.09896428138017654,0.2110988199710846
31,1.3599040511620286,1.408217680742747,0.09087443351745605,0.21499022841453552
32,1.3546456700014542,1.410028617239864,0.10347697883844376,0.21442851424217224
33,1.3468161512647827,1.3994365172748846,0.10416466742753983,0.21610721945762634
34,1.3393171008819633,1.4275416214093115,0.09846609085798264,0.21441271901130676
35,1.3301499892868525,1.4005686233243555,0.10882378369569778,0.21873722970485687
36,1.3329998571997435,1.4519131046075087,0.08962319046258926,0.21329040825366974
37,1.322610295829039,1.4327471203709226,0.09588927775621414,0.2169937789440155
38,1.3169694761151727,1.4196930049098353,0.09981431066989899,0.22062912583351135
39,1.3109798872311085,1.4195991238851227,0.09778831154108047,0.22046487033367157
40,1.3020286972111457,1.4339966090877405,0.1003505066037178,0.22290566563606262
41,1.2978042208215554,1.42869787295522,0.10086333006620407,0.22461016476154327
42,1.2962606533028271,1.4276431763903685,0.08842222392559052,0.21065331995487213
43,1.2955293678330282,1.4194813615408248,0.09985002875328064,0.2244747430086136
44,1.2881178597686511,1.45545665915917,0.08787703514099121,0.21988236904144287
45,1.2859351366204304,1.44763964945217,0.09445799142122269,0.22217898070812225
