epoch,train_loss,val_loss,val_corr_seq,val_corr_type
0,62.316233640858876,59.59792797250309,0.05757831409573555,0.35077768564224243
1,59.57204598234439,59.632329613055994,0.07527890056371689,0.3678833842277527
2,57.903181287401644,57.90714281831664,0.03690719977021217,0.37337470054626465
3,56.61949136661031,56.158006176695054,0.033506132662296295,0.4069357216358185
4,55.17522133345319,55.88170536461918,0.04612163454294205,0.4101647436618805
5,53.638678138723314,55.102414618963486,0.03732223063707352,0.4231666326522827
6,52.78306383702878,59.08824083902712,0.033562686294317245,0.4145301878452301
7,51.327691681705815,55.706146420075974,0.070254847407341,0.41862988471984863
8,49.81771881699841,54.49317068272624,0.03289332985877991,0.4348217844963074
9,49.16078776920936,56.89320084127201,0.06877590715885162,0.4055393636226654
10,48.54048766990485,56.11806331917472,0.028991414234042168,0.41454392671585083
11,46.56581740180616,52.92654153225066,0.08938863128423691,0.462642103433609
12,45.934140595024445,55.44332776158706,0.04900428280234337,0.4415651857852936
13,44.544518143821925,54.27645111957501,0.03627335652709007,0.4478352665901184
14,43.87999265053038,55.4785286938322,0.07637389749288559,0.4414011836051941
15,43.098946466509304,53.98013292732595,0.03433056175708771,0.4442763030529022
16,41.69389741125667,52.593511850155636,0.04389236867427826,0.4740787744522095
17,41.03669423784626,52.69710074091095,0.05601170286536217,0.47432079911231995
18,39.89860077103015,54.22832826858964,0.04751605913043022,0.451749324798584
19,39.335920021352806,54.04443248712469,0.021259859204292297,0.45687010884284973
20,38.2067167579496,53.524792621019245,0.04945454001426697,0.46579134464263916
21,37.33362134808759,54.808302425105,0.014676546677947044,0.45644301176071167
